[PokaPoka @ 332965ms/2s/3m/13h, 28d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 804102ms/2s/3m/13h, 28d/6mo/2021y] --> Toggled developergui --> True
[PokaPoka @ 678808ms/8s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(500-44)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(203-223-6), size(50-50) @ pos(1230-50)]
[PokaPoka @ 364908ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 395699ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 423071ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 448223ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 466737ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 488601ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 510245ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 533330ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 554245ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 577289ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 593807ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 609738ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 627688ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 645787ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 664540ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 682140ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 698857ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 716437ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 733387ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 749638ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 767188ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 786110ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 809623ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 830575ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 850886ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 872080ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 892190ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 909114ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 925140ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 942062ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 959789ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 976724ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 993666ms/19s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 10707ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 30944ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 50622ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 67684ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 85147ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 102103ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 119350ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 135633ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 151648ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 167566ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 183193ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 199773ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 216398ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 233350ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 249689ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 267246ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 282784ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 298715ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 315658ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 332720ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 348860ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 364361ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 380522ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 395861ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 412451ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 436345ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 461981ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 488876ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 515802ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 548016ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 577316ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 605868ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 629863ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 651775ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 676972ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 701143ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 726153ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 752725ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 777740ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 802677ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 828199ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 852363ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 877609ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 901113ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 928986ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 953951ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 976988ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 997000ms/20s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 16948ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 37451ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 59007ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 77911ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 95900ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 113500ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 133004ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 152500ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 172020ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 192966ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 213970ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 231982ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 250661ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 268614ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 286567ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 305622ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 323471ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 338985ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 355475ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 376818ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 397823ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 419308ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 441654ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 460799ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
